Time;CollisionTarget;targetPositionX;targetPositionY;ballPositionX;ballPositionY;Score;Speed;Bonus
53,73585;Block;49,27516;-49,85861;40;-40;8;80;False
53,73585;Block;49,27516;-49,85861;60;-40;9;80;False
54,56866;Ground;0,15;-117,8;69,78818;-110,8881;10;80;False
57,5106;Top;0,06;118,1;141,9945;110,3439;10;80;False
59,83089;RightBorder;209,4;1,33;198,2005;-66,38746;10;80;False
60,32949;Racket;173,6771;-109,6;185,8926;-101,988;10;80;False
61,11676;RightBorder;209,4;1,33;198,2831;-40,54393;10;80;False
63,08685;Top;0,06;118,1;165,7924;111,1051;10;80;False
65,94173;Ground;0,15;-117,8;118,7087;-109,8319;10;80;False
68,79879;Top;0,06;118,1;71,62608;111,1051;10;80;False
70,66782;Block;40,78831;-32,70001;40;-40;10;80;False
72,54039;Top;0,06;118,1;9,950518;111,1051;11;80;False
74,40959;Block;-20,88733;-32,70001;-20;-40;11;80;False
76,28014;Top;0,06;118,1;-51,72511;111,1051;12;80;False
78,15105;Block;-82,56287;-32,70001;-80;-40;12;80;False
80,01993;Top;0,06;118,1;-113,4006;111,1051;13;80;False
82,77663;Racket;-173,476;-109,6;-158,8321;-101,988;13;80;False
85,54729;Top;0,06;118,1;-104,5412;110,4494;13;80;False
87,41941;Block;-67,91173;-32,0391;-60;-40;13;80;False
89,28933;Top;0,06;118,1;-31,28221;110,4494;14;80;False
91,32794;Block;7,963865;-47,58329;20;-40;14;80;False
92,17955;Ground;0,15;-117,8;-8,715697;-111,0554;15;80;False
93,01417;Block;-25,06823;-48,87864;-20;-40;15;80;False
93,84875;Ground;0,15;-117,8;-41,42074;-111,0554;16;80;False
94,68382;Block;-57,7732;-48,87864;-60;-40;16;80;False
95,51707;Ground;0,15;-117,8;-74,12566;-111,0554;17;80;False
98,4079;Top;0,06;118,1;-130,7052;110,4494;17;80;False
101,1803;Racket;-173,476;-109,6;-184,9967;-101,988;17;80;False
102,0488;LeftBorder;-209,1;-0,8;-198,0109;-33,84715;17;80;False
103,9185;Top;0,06;118,1;-168,8591;110,2969;17;80;False
106,7565;Ground;0,15;-117,8;-124,6106;-109,8504;17;80;False
109,5968;Top;0,06;118,1;-80,36095;110,2969;17;80;False
111,4657;Block;-51,729;-36,46794;-40;-40;17;80;False
112,4354;Ground;0,15;-117,8;-66,82576;-109,8504;18;80;False
119,3324;Top;0,06;118,1;0,2;110,4359;18;90;True
121,8214;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
124,3079;Top;0,06;118,1;0,2;110,4359;18;90;True
126,7983;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
129,2843;Top;0,06;118,1;0,2;110,4359;18;90;True
131,7742;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
134,2624;Top;0,06;118,1;0,2;110,4359;18;90;True
136,7495;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
139,2389;Top;0,06;118,1;0,2;110,4359;18;90;True
141,7259;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
144,2155;Top;0,06;118,1;0,2;110,4359;18;90;True
146,7031;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
149,1918;Top;0,06;118,1;0,2;110,4359;18;90;True
151,6784;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
154,1682;Top;0,06;118,1;0,2;110,4359;18;90;True
156,6551;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
159,1451;Top;0,06;118,1;0,2;110,4359;18;90;True
161,633;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
164,1199;Top;0,06;118,1;0,2;110,4359;18;90;True
166,6109;Ground;0,15;-117,8;0,2;-110,5049;18;90;True
169,0986;Top;0,06;118,1;0,2;110,4359;18;90;True
171,4846;Racket;9,389047;-110;0,2;-101,487;18;90;True
173,9059;Top;0,06;118,1;-33,90249;110,7943;18;90;True
176,4288;Ground;0,15;-117,8;-69,41638;-110,3938;18;90;True
178,9496;Top;0,06;118,1;-104,9303;110,7943;18;90;True
181,4723;Ground;0,15;-117,8;-140,4438;-110,3938;18;90;True
181,4904;Racket;-173,5056;-110;-140,3705;-108,9094;18;90;True
184,3297;Top;0,06;118,1;-13,62445;110,3383;18;90;True
187,1851;Ground;0,15;-117,8;113,8672;-110,2144;18;90;True
189,1048;RightBorder;209,4;1,33;198,1156;39,86582;18;90;True
190,0406;Top;0,06;118,1;156,3642;110,3383;18;90;True
192,8967;Ground;0,15;-117,8;28,8727;-110,2144;18;90;True
193,2646;Block;12,4703;-84,11349;13,73689;-74,65865;18;90;True
193,6318;Ground;0,15;-117,8;-3,932117;-110,2144;19;90;True
198,7404;Block;0,2;-49,55001;0;-40;19;100;False
199,3769;Ground;0,15;-117,8;0,2;-109,6699;20;100;False
200,0105;Block;0,2;-49,55001;0;-40;20;100;False
200,6438;Ground;0,15;-117,8;0,2;-109,6699;21;100;False
201,4805;Block;0,2;-29,51003;0;-20;21;100;False
202,3143;Ground;0,15;-117,8;0,2;-109,6699;22;100;False
203,1485;Block;0,2;-29,51003;0;-20;22;100;False
203,9851;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
206,2228;Top;0,06;118,1;0,2;110,7699;23;100;False
208,4618;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
210,6996;Top;0,06;118,1;0,2;110,7699;23;100;False
212,9367;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
215,1732;Top;0,06;118,1;0,2;110,7699;23;100;False
217,4102;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
219,6497;Top;0,06;118,1;0,2;110,7699;23;100;False
221,8878;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
224,1264;Top;0,06;118,1;0,2;110,7699;23;100;False
226,3642;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
228,6003;Top;0,06;118,1;0,2;110,7699;23;100;False
230,8378;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
233,0769;Top;0,06;118,1;0,2;110,7699;23;100;False
235,3146;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
237,5501;Top;0,06;118,1;0,2;110,7699;23;100;False
239,7902;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
242,0284;Top;0,06;118,1;0,2;110,7699;23;100;False
244,2654;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
246,5046;Top;0,06;118,1;0,2;110,7699;23;100;False
248,7417;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
250,979;Top;0,06;118,1;0,2;110,7699;23;100;False
253,215;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
255,453;Top;0,06;118,1;0,2;110,7699;23;100;False
257,6924;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
259,9293;Top;0,06;118,1;0,2;110,7699;23;100;False
262,1667;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
264,4045;Top;0,06;118,1;0,2;110,7699;23;100;False
266,6436;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
268,8795;Top;0,06;118,1;0,2;110,7699;23;100;False
271,1196;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
273,3581;Top;0,06;118,1;0,2;110,7699;23;100;False
275,594;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
277,8336;Top;0,06;118,1;0,2;110,7699;23;100;False
280,07;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
282,3095;Top;0,06;118,1;0,2;110,7699;23;100;False
284,5469;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
286,7849;Top;0,06;118,1;0,2;110,7699;23;100;False
289,023;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
291,2594;Top;0,06;118,1;0,2;110,7699;23;100;False
293,4967;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
295,7341;Top;0,06;118,1;0,2;110,7699;23;100;False
297,9716;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
300,2107;Top;0,06;118,1;0,2;110,7699;23;100;False
302,4494;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
304,6876;Top;0,06;118,1;0,2;110,7699;23;100;False
306,9255;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
309,1615;Top;0,06;118,1;0,2;110,7699;23;100;False
311,3991;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
313,6389;Top;0,06;118,1;0,2;110,7699;23;100;False
315,8762;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
318,1158;Top;0,06;118,1;0,2;110,7699;23;100;False
320,3524;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
322,5914;Top;0,06;118,1;0,2;110,7699;23;100;False
324,8294;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
327,0664;Top;0,06;118,1;0,2;110,7699;23;100;False
329,3024;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
331,5431;Top;0,06;118,1;0,2;110,7699;23;100;False
333,7805;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
336,0184;Top;0,06;118,1;0,2;110,7699;23;100;False
338,2556;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
340,4936;Top;0,06;118,1;0,2;110,7699;23;100;False
342,7325;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
344,9698;Top;0,06;118,1;0,2;110,7699;23;100;False
347,2057;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
349,4439;Top;0,06;118,1;0,2;110,7699;23;100;False
351,6819;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
353,92;Top;0,06;118,1;0,2;110,7699;23;100;False
356,1587;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
358,395;Top;0,06;118,1;0,2;110,7699;23;100;False
360,633;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
362,8728;Top;0,06;118,1;0,2;110,7699;23;100;False
365,1107;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
367,3478;Top;0,06;118,1;0,2;110,7699;23;100;False
369,5869;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
371,8239;Top;0,06;118,1;0,2;110,7699;23;100;False
374,0615;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
376,2985;Top;0,06;118,1;0,2;110,7699;23;100;False
378,5381;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
380,775;Top;0,06;118,1;0,2;110,7699;23;100;False
383,012;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
385,25;Top;0,06;118,1;0,2;110,7699;23;100;False
387,4873;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
389,7259;Top;0,06;118,1;0,2;110,7699;23;100;False
391,9648;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
394,2023;Top;0,06;118,1;0,2;110,7699;23;100;False
396,4409;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
398,6772;Top;0,06;118,1;0,2;110,7699;23;100;False
400,9175;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
403,1544;Top;0,06;118,1;0,2;110,7699;23;100;False
405,3905;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
407,6304;Top;0,06;118,1;0,2;110,7699;23;100;False
409,8683;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
412,1039;Top;0,06;118,1;0,2;110,7699;23;100;False
414,3436;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
416,5815;Top;0,06;118,1;0,2;110,7699;23;100;False
418,8166;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
421,0563;Top;0,06;118,1;0,2;110,7699;23;100;False
423,2937;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
425,532;Top;0,06;118,1;0,2;110,7699;23;100;False
427,7692;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
430,0074;Top;0,06;118,1;0,2;110,7699;23;100;False
432,2441;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
434,4827;Top;0,06;118,1;0,2;110,7699;23;100;False
436,7203;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
438,9573;Top;0,06;118,1;0,2;110,7699;23;100;False
441,1945;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
443,4323;Top;0,06;118,1;0,2;110,7699;23;100;False
445,6698;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
447,9091;Top;0,06;118,1;0,2;110,7699;23;100;False
450,1462;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
452,3856;Top;0,06;118,1;0,2;110,7699;23;100;False
454,6241;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
456,8615;Top;0,06;118,1;0,2;110,7699;23;100;False
459,0976;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
461,3378;Top;0,06;118,1;0,2;110,7699;23;100;False
463,5743;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
465,8123;Top;0,06;118,1;0,2;110,7699;23;100;False
468,0483;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
470,2881;Top;0,06;118,1;0,2;110,7699;23;100;False
472,5239;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
474,764;Top;0,06;118,1;0,2;110,7699;23;100;False
476,9996;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
479,2375;Top;0,06;118,1;0,2;110,7699;23;100;False
481,4761;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
483,7147;Top;0,06;118,1;0,2;110,7699;23;100;False
485,951;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
488,1913;Top;0,06;118,1;0,2;110,7699;23;100;False
490,4272;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
492,666;Top;0,06;118,1;0,2;110,7699;23;100;False
494,9024;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
497,1424;Top;0,06;118,1;0,2;110,7699;23;100;False
499,3783;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
501,6152;Top;0,06;118,1;0,2;110,7699;23;100;False
503,8547;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
506,0926;Top;0,06;118,1;0,2;110,7699;23;100;False
508,3292;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
510,5683;Top;0,06;118,1;0,2;110,7699;23;100;False
512,8059;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
515,0443;Top;0,06;118,1;0,2;110,7699;23;100;False
517,2813;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
519,5204;Top;0,06;118,1;0,2;110,7699;23;100;False
521,7603;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
523,996;Top;0,06;118,1;0,2;110,7699;23;100;False
526,232;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
528,4722;Top;0,06;118,1;0,2;110,7699;23;100;False
530,7083;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
532,9474;Top;0,06;118,1;0,2;110,7699;23;100;False
535,1846;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
537,4235;Top;0,06;118,1;0,2;110,7699;23;100;False
539,6612;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
541,8997;Top;0,06;118,1;0,2;110,7699;23;100;False
544,1354;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
546,3748;Top;0,06;118,1;0,2;110,7699;23;100;False
548,6108;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
550,8508;Top;0,06;118,1;0,2;110,7699;23;100;False
553,0891;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
555,3246;Top;0,06;118,1;0,2;110,7699;23;100;False
557,5629;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
559,7996;Top;0,06;118,1;0,2;110,7699;23;100;False
562,0367;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
564,2745;Top;0,06;118,1;0,2;110,7699;23;100;False
566,5117;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
568,7504;Top;0,06;118,1;0,2;110,7699;23;100;False
570,9872;Ground;0,15;-117,8;0,2;-109,6699;23;100;False
573,226;Top;0,06;118,1;0,2;110,7699;23;100;False
575,3787;Racket;26,92404;-110;0,2;-101,32;23;100;False
575,9802;Block;-24,9587;-49,75079;-20;-40;23;100;False
576,6659;Racket;-21,3698;-110;-55,4178;-111,9371;24;100;False
576,6818;Ground;0,15;-117,8;-56,26324;-110,4969;24;100;False
576,698;Racket;-24,72024;-110;-58,76824;-109,0568;24;100;False
576,733;Racket;-28,07068;-110;-62,11868;-106,1764;24;100;False
576,765;Racket;-31,42112;-110;-65,46912;-103,296;24;100;False
579,2865;Top;0,06;118,1;-193,1306;111,2916;24;100;False
579,4193;LeftBorder;-209,1;-0,8;-198,2032;99,77014;24;100;False
581,8912;Ground;0,15;-117,8;-73,07806;-110,4969;24;100;False
582,6268;Block;-35,87874;-50,00915;-40;-40;24;100;False
583,3619;Ground;0,15;-117,8;1,320556;-110,4969;25;100;False
584,0964;Block;38,51986;-50,00915;40;-40;25;100;False
584,832;Ground;0,15;-117,8;75,71916;-110,4969;26;100;False
587,2856;RightBorder;209,4;1,33;198,308;101,2103;26;100;False
587,4357;Top;0,06;118,1;190,699;111,2916;26;100;False
589,9426;Racket;96,02204;-110;63,88305;-101,8558;26;100;False
590,578;Block;33,12503;-49,26949;40;-40;26;100;False
591,3107;Ground;0,15;-117,8;-2,489511;-110,6202;27;100;False
592,0458;Block;-38,10406;-49,26949;-40;-40;27;100;False
592,7802;Ground;0,15;-117,8;-73,71856;-110,6202;28;100;False
595,337;Top;0,06;118,1;-197,5595;109,9502;28;100;False
595,3683;LeftBorder;-209,1;-0,8;-197,5595;107,0288;28;100;False
597,8898;Ground;0,15;-117,8;-75,3374;-110,6202;28;100;False
598,8586;Block;-28,31279;-28,81925;-20;-20;28;100;False
598,8586;Block;-28,31279;-28,81925;-40;-20;29;100;False
598,9257;Block;-25,0751;-31,74072;-20;-40;30;100;False
598,9938;Block;-21,83742;-28,81925;-20;-20;31;100;False
599,8616;Racket;38,40706;-110;20,2525;-101,8558;32;100;False
602,1144;Top;0,06;118,1;-47,09351;110,1129;32;100;False
603,4344;Block;-86,50323;-12,60583;-80;-20;32;100;False
604,7535;Top;0,06;118,1;-125,9128;110,1129;33;100;False
607,0923;Ground;0,15;-117,8;-195,7526;-109,8246;33;100;False
607,2101;LeftBorder;-209,1;-0,8;-198,2469;-98,66833;33;100;False
609,4301;Top;0,06;118,1;-131,8991;110,1129;33;100;False
610,7997;Block;-91,99065;-20,57458;-80;-20;33;100;False
611,7689;Ground;0,15;-117,8;-120,9243;-109,8246;34;100;False
614,1055;Top;0,06;118,1;-190,7641;110,1129;34;100;False
614,3917;LeftBorder;-209,1;-0,8;-198,2469;83,01917;34;100;False
616,4454;Ground;0,15;-117,8;-136,8876;-109,8246;34;100;False
618,7814;Top;0,06;118,1;-67,04787;110,1129;34;100;False
621,1206;Ground;0,15;-117,8;2,792424;-109,8246;34;100;False
621,7882;Block;22,7468;-49,26208;20;-40;34;100;False
622,4577;Ground;0,15;-117,8;42,70118;-109,8246;35;100;False
623,1251;Block;62,65555;-49,26208;60;-40;35;100;False
623,7929;Ground;0,15;-117,8;82,60979;-109,8246;36;100;False
626,1323;Top;0,06;118,1;152,4496;110,1129;36;100;False
627,7016;RightBorder;209,4;1,33;198,3443;-39,69958;36;100;False
628,3846;Racket;173,6771;-110;177,8912;-101,8558;36;100;False
630,5558;Top;0,06;118,1;193,6235;111,3422;36;100;False
631,2588;RightBorder;209,4;1,33;198,4642;41,38657;36;100;False
632,7283;Racket;173,6771;-110;187,8146;-101,8558;36;100;False
633,1946;RightBorder;209,4;1,33;198,097;-56,42591;36;100;False
634,947;Top;0,06;118,1;156,5719;110,6911;36;100;False
637,2534;Ground;0,15;-117,8;101,9956;-109,9683;36;100;False
637,9042;Block;86,57165;-49,93594;80;-40;36;100;False
638,5566;Ground;0,15;-117,8;71,14774;-109,9683;37;100;False
639,206;Block;55,72382;-49,93594;60;-40;37;100;False
639,8569;Ground;0,15;-117,8;40,29991;-109,9683;38;100;False
640,5088;Block;24,876;-49,93594;20;-40;38;100;False
641,1609;Ground;0,15;-117,8;9,452087;-109,9683;39;100;False
643,4651;Top;0,06;118,1;-45,12481;110,6911;39;100;False
644,9685;Block;-80,71845;-32,0885;-80;-40;39;100;False
646,4709;Top;0,06;118,1;-116,3121;110,6911;40;100;False
648,7755;Ground;0,15;-117,8;-170,8882;-109,9683;40;100;False
649,9595;LeftBorder;-209,1;-0,8;-198,1761;5,22889;40;100;False
651,079;Top;0,06;118,1;-171,6791;110,6911;40;100;False
653,3832;Ground;0,15;-117,8;-117,1031;-109,9683;40;100;False
655,6875;Top;0,06;118,1;-62,52614;110,6911;40;100;False
656,9918;Block;-31,67831;-12,61856;-40;-20;40;100;False
658,2945;Top;0,06;118,1;-0,8304992;110,6911;41;100;False
659,5955;Block;30,01731;-12,61856;20;-20;41;100;False
659,5955;Block;30,01731;-12,61856;40;-20;42;100;False
660,8981;Top;0,06;118,1;60,86514;110,6911;43;100;False
662,2021;Block;91,71369;-15,86355;80;-20;43;100;False
663,2041;Ground;0,15;-117,8;115,4428;-109,9683;44;100;False
665,5082;Top;0,06;118,1;170,0189;110,6911;44;100;False
666,728;RightBorder;209,4;1,33;198,0978;-7,751072;44;100;False
667,7294;Racket;173,6771;-110;174,3691;-101,8558;44;100;False
669,8849;Top;0,06;118,1;176,9398;110,2192;44;100;False
672,037;Racket;173,6771;-110;179,5106;-101,8558;44;100;False
673,9584;RightBorder;209,4;1,33;198,3945;89,23001;44;100;False
674,2076;Top;0,06;118,1;195,8878;110,831;44;100;False
676,3796;Racket;173,6771;-110;174,1629;-101,8558;44;100;False
678,5327;Top;0,06;118,1;175,9679;110,2269;44;100;False
680,6868;Racket;173,6771;-110;177,7729;-101,8558;44;100;False
682,858;Top;0,06;118,1;193,0668;111,373;44;100;False
683,6444;RightBorder;209,4;1,33;198,3608;33,07808;44;100;False
685,028;Racket;173,6771;-110;188,5963;-101,8558;44;100;False
685,4468;RightBorder;209,4;1,33;198,165;-61,42212;44;100;False
687,249;Top;0,06;118,1;153,2337;110,017;44;100;False
689,5534;Ground;0,15;-117,8;95,82199;-109,9426;44;100;False
690,205;Block;79,59708;-50,10066;80;-40;44;100;False
690,8576;Ground;0,15;-117,8;63,37217;-109,9426;45;100;False
691,7236;Block;41,73876;-29,07509;40;-20;45;100;False
692,5936;Ground;0,15;-117,8;20,10535;-109,9426;46;100;False
694,8975;Top;0,06;118,1;-37,30637;110,017;46;100;False
696,2011;Block;-69,75642;-12,90159;-60;-20;46;100;False
697,5042;Top;0,06;118,1;-102,2062;110,017;47;100;False
699,726;Racket;-173,476;-110;-157,5379;-101,8558;47;100;False
701,9639;Top;0,06;118,1;-98,24222;110,7046;47;100;False
703,2654;Block;-63,72684;-11,67867;-60;-20;47;100;False
704,5682;Top;0,06;118,1;-29,21146;110,7046;48;100;False
706,0054;Block;7,958918;-27,78174;20;-20;48;100;False
706,8911;Ground;0,15;-117,8;-15,49381;-109,9073;49;100;False
709,2115;Top;0,06;118,1;-77,00198;110,7046;49;100;False
711,5349;Ground;0,15;-117,8;-138,5102;-109,9073;49;100;False
711,6166;Racket;-173,4793;-110;-140,2735;-101,8558;49;100;False
714,1064;Top;0,06;118,1;-16,64205;111,1894;49;100;False
715,558;Block;55,54522;-12;60;-20;49;100;False
717,0109;Top;0,06;118,1;127,7328;111,1894;50;100;False
718,4642;RightBorder;209,4;1,33;198,2609;-14,89858;50;100;False
719,6011;Ground;0,15;-117,8;141,8384;-110,5515;50;100;False
720,6364;Block;92,05385;-20,69572;80;-20;50;100;False
722,1881;Top;0,06;118,1;169,2199;111,1894;51;100;False
722,8082;RightBorder;209,4;1,33;198,2609;57,56579;51;100;False
724,7778;Ground;0,15;-117,8;100,3513;-110,5515;51;100;False
725,7455;Block;52,22627;-29,39145;60;-20;51;100;False
726,7153;Ground;0,15;-117,8;4,101427;-110,5515;52;100;False
729,3023;Top;0,06;118,1;-124,5083;111,1894;52;100;False
730,8066;LeftBorder;-209,1;-0,8;-197,5257;-19,24644;52;100;False
731,7924;Racket;-173,476;-110;-148,5709;-101,8558;52;100;False
734,1315;Top;0,06;118,1;-56,32208;109,907;52;100;False
736,5682;Ground;0,15;-117,8;39,87976;-111,0629;52;100;False
739,0076;Top;0,06;118,1;136,082;109,907;52;100;False
740,6099;RightBorder;209,4;1,33;198,0205;-37,40624;52;100;False
741,4428;Ground;0,15;-117,8;165,0745;-111,0629;52;100;False
743,8828;Top;0,06;118,1;68,87212;109,907;52;100;False
746,3186;Ground;0,15;-117,8;-27,32975;-111,0629;52;100;False
747,0215;Block;-55,00425;-49,68233;-60;-40;52;100;False
747,723;Ground;0,15;-117,8;-82,67885;-111,0629;53;100;False
750,1624;Top;0,06;118,1;-178,8812;109,907;53;100;False
750,6772;LeftBorder;-209,1;-0,8;-197,9899;62,33703;53;100;False
752,6006;Ground;0,15;-117,8;-122,2141;-111,0629;53;100;False
753,4003;Block;-91,90373;-37,40624;-80;-40;53;100;False
755,0381;Top;0,06;118,1;-156,4779;109,907;54;100;False
756,1241;LeftBorder;-209,1;-0,8;-197,9899;10,16363;54;100;False
757,3776;Racket;-173,476;-110;-148,5709;-101,8558;54;100;False
759,715;Top;0,06;118,1;-56,32208;109,907;54;100;False
762,1519;Ground;0,15;-117,8;39,87976;-111,0629;54;100;False
764,5912;Top;0,06;118,1;136,082;109,907;54;100;False
766,1932;RightBorder;209,4;1,33;198,0205;-37,40624;54;100;False
767,027;Ground;0,15;-117,8;165,0745;-111,0629;54;100;False
769,4678;Top;0,06;118,1;68,87212;109,907;54;100;False
771,9057;Ground;0,15;-117,8;-27,32975;-111,0629;54;100;False
772,6094;Block;-55,00425;-49,68233;-60;-40;54;100;False
773,309;Ground;0,15;-117,8;-82,67885;-111,0629;55;100;False
779,8728;Top;0,06;118,1;0,2;111,1039;55;110;True
781,9119;Ground;0,15;-117,8;0,2;-109,3359;55;110;True
783,9464;Top;0,06;118,1;0,2;111,1039;55;110;True
785,9853;Ground;0,15;-117,8;0,2;-109,3359;55;110;True
